inventory_id,store_id,film_id,title,rental_rate,replacement_cost,category,rental_count,total_revenue,last_rental_date
1035,2,231,Dinosaur Secretary,2.99,27.99,Family,2,6.98,2005-08-18
606,1,132,Chainsaw Uptown,0.99,25.99,Sci-Fi,2,3.98,2005-08-17
641,1,139,Chasing Fight,4.99,21.99,Family,2,12.98,2005-08-19
2032,1,443,Hurricane Affair,2.99,11.99,Comedy,2,5.98,2005-08-18
3671,2,803,Slacker Liaisons,4.99,29.99,Drama,2,9.98,2005-08-18
598,2,130,Celebrity Horn,0.99,24.99,Action,2,1.98,2005-08-23
1803,2,391,Half Outfield,2.99,25.99,Family,2,5.98,2005-08-21
770,2,167,Coma Head,4.99,10.99,Travel,2,10.98,2005-08-19
365,1,80,Blanket Beverly,2.99,21.99,Family,2,5.98,2005-08-17
1394,2,305,Fatal Haunted,2.99,24.99,New,2,11.98,2005-08-17
1549,1,340,Frontier Cabin,4.99,14.99,New,2,11.98,2005-08-21
2728,1,598,Mosquito Armageddon,0.99,22.99,Sports,2,3.98,2005-08-19
1574,2,345,Gables Metropolis,0.99,17.99,Family,2,1.98,2006-02-14
1316,1,291,Evolution Alter,0.99,10.99,Sports,2,2.98,2005-08-19
2016,2,438,Human Graffiti,2.99,22.99,Games,2,9.98,2005-08-21
2955,1,648,Outlaw Hanky,4.99,17.99,Travel,2,11.98,2005-08-23
334,1,74,Birch Antitrust,4.99,18.99,Music,2,11.98,2005-08-17
2231,1,483,Jericho Mulan,2.99,29.99,Games,2,5.98,2005-08-23
454,1,100,Brooklyn Desert,4.99,21.99,Foreign,2,11.98,2005-08-18
1016,1,228,Detective Vision,0.99,16.99,Classics,2,3.98,2005-08-19
356,2,78,Blackout Private,2.99,12.99,Animation,2,5.98,2005-08-23
4492,1,981,Wolves Desire,0.99,13.99,Travel,2,1.98,2005-08-21
1233,1,273,Effect Gladiator,0.99,14.99,Family,2,5.98,2005-08-22
2971,1,651,Packer Madigan,0.99,20.99,Animation,2,3.98,2005-08-20
1455,2,319,Fish Opus,2.99,22.99,Sci-Fi,2,6.98,2005-08-22
4421,2,966,Wedding Apollo,0.99,14.99,Documentary,2,6.98,2005-08-18
489,2,109,Butterfly Chocolat,0.99,17.99,New,2,4.98,2005-08-22
4189,1,912,Trojan Tomorrow,2.99,9.99,Sci-Fi,2,6.98,2005-08-22
2822,2,619,Neighbors Charade,0.99,20.99,Sports,2,5.98,2005-08-20
1636,2,357,Gilbert Pelican,0.99,13.99,Classics,2,1.98,2005-08-21
3723,2,814,Snatch Slipper,4.99,15.99,Comedy,2,10.98,2005-08-19
4249,1,924,Unforgiven Zoolander,0.99,15.99,Sci-Fi,2,2.98,2005-08-21
577,2,126,Casualties Encino,4.99,16.99,Action,2,14.98,2005-08-20
484,2,107,Bunch Minds,2.99,13.99,Drama,2,9.98,2005-08-18
855,1,188,Crazy Home,2.99,24.99,Comedy,2,5.98,2005-08-19
3646,2,796,Sierra Divide,0.99,12.99,Sports,2,5.98,2005-08-23
1348,2,297,Extraordinary Conquerer,2.99,29.99,Classics,2,5.98,2005-08-23
2149,2,464,Intentions Empire,2.99,13.99,Animation,2,7.98,2005-08-19
1032,1,231,Dinosaur Secretary,2.99,27.99,Family,2,6.98,2005-08-19
3647,2,796,Sierra Divide,0.99,12.99,Sports,2,7.98,2005-08-20
410,2,90,Boulevard Mob,0.99,11.99,New,2,4.98,2005-08-19
1163,2,257,Drumline Cyclone,0.99,14.99,Travel,2,3.98,2005-08-18
3241,2,711,Raging Airplane,4.99,18.99,Sci-Fi,2,13.98,2005-08-19
341,2,75,Bird Independence,4.99,14.99,Travel,2,12.98,2005-08-23
3654,1,798,Silverado Goldfinger,4.99,11.99,Sci-Fi,2,15.98,2005-08-20
891,1,199,Cupboard Sinners,2.99,29.99,Documentary,2,11.98,2005-08-17
1212,2,269,Earring Instinct,0.99,22.99,Family,2,6.98,2005-08-20
1794,1,390,Guys Falcon,4.99,20.99,Sci-Fi,2,14.98,2005-08-20
2529,2,555,Mallrats United,0.99,25.99,Comedy,2,9.98,2005-08-17
1040,2,232,Dirty Ace,2.99,29.99,Games,2,7.98,2005-08-17
2605,1,572,Metropolis Coma,2.99,9.99,Sci-Fi,2,12.98,2005-08-21
3868,1,846,Sting Personal,4.99,9.99,New,2,11.98,2005-08-17
772,1,168,Comancheros Enemy,0.99,23.99,Children,2,5.98,2005-08-23
4461,1,975,Willow Tracy,2.99,22.99,Family,2,5.98,2005-08-18
4207,1,915,Truman Crazy,4.99,9.99,Action,2,9.98,2005-08-21
3359,2,737,Rock Instinct,0.99,28.99,Horror,2,5.98,2005-08-22
1637,2,357,Gilbert Pelican,0.99,13.99,Classics,2,5.98,2005-08-21
319,2,71,Bilko Anonymous,4.99,25.99,Family,2,17.98,2005-08-17
4060,2,884,Terminator Club,4.99,11.99,Music,2,11.98,2005-08-22
962,2,214,Daughter Madigan,4.99,13.99,Children,2,13.98,2005-08-22
1240,2,274,Egg Igby,2.99,20.99,Documentary,2,10.98,2005-08-22
3523,2,771,Scorpion Apollo,4.99,23.99,Drama,2,14.98,2005-08-19
1537,2,336,French Holiday,4.99,22.99,Documentary,2,11.98,2005-08-17
2922,1,643,Orient Closer,2.99,22.99,Drama,2,11.98,2005-08-21
3138,2,689,Pollock Deliverance,2.99,14.99,Foreign,2,5.98,2005-08-19
3459,1,759,Salute Apollo,2.99,29.99,New,2,13.98,2005-08-20
1477,2,323,Flight Lies,4.99,22.99,Sports,2,9.98,2005-08-19
3043,2,667,Peach Innocent,2.99,20.99,Sports,2,15.97,2006-02-14
2818,1,619,Neighbors Charade,0.99,20.99,Sports,2,6.98,2005-08-21
738,1,162,Clueless Bucket,2.99,13.99,Action,2,7.98,2005-08-23
3472,2,761,Santa Paris,2.99,23.99,Children,2,5.98,2005-08-23
2117,2,458,Indian Love,0.99,26.99,Family,2,7.98,2005-08-19
961,2,214,Daughter Madigan,4.99,13.99,Children,2,17.98,2005-08-22
2770,2,608,Murder Antitrust,2.99,11.99,Children,2,5.98,2005-08-23
4347,1,948,Voice Peach,0.99,22.99,New,2,6.98,2005-08-23
3282,1,723,Reign Gentlemen,2.99,29.99,Sci-Fi,2,11.98,2005-08-23
1335,1,295,Expendable Stallion,0.99,14.99,Documentary,2,11.98,2005-08-20
2433,1,531,Lose Inch,0.99,18.99,Foreign,2,7.98,2005-08-17
1094,2,243,Doors President,4.99,22.99,Animation,2,12.98,2006-02-14
1483,2,324,Flintstones Happiness,4.99,11.99,Comedy,2,14.98,2005-08-22
3653,2,797,Silence Kane,0.99,23.99,Music,2,1.98,2005-08-22
2198,1,476,Jason Trap,2.99,9.99,Family,2,8.98,2005-08-20
4256,1,925,United Pilot,0.99,27.99,Documentary,2,5.98,2005-08-17
930,2,206,Dancing Fever,0.99,25.99,Documentary,2,2.98,2005-08-18
1415,2,309,Feud Frogmen,0.99,29.99,Family,2,1.98,2005-08-20
3333,1,733,River Outlaw,0.99,29.99,Sports,2,6.98,2005-08-20
329,1,73,Bingo Talented,2.99,22.99,Sci-Fi,2,8.98,2005-08-18
3440,2,754,Rushmore Mermaid,2.99,17.99,Comedy,2,6.98,2005-08-22
2357,2,512,League Hellfighters,4.99,25.99,Classics,2,9.98,2005-08-18
2664,2,585,Mob Duffel,0.99,25.99,Drama,2,3.98,2005-08-22
112,2,22,Amistad Midsummer,2.99,10.99,New,2,8.98,2006-02-14
1804,1,392,Hall Cassidy,4.99,13.99,Children,2,12.98,2005-08-19
3388,1,744,Roots Remember,0.99,23.99,Classics,2,9.98,2005-08-20
682,2,149,Christmas Moonshine,0.99,21.99,Children,2,2.98,2005-08-18
8,2,1,Academy Dinosaur,0.99,20.99,Documentary,2,1.98,2005-08-18
3508,1,768,Scarface Bang,4.99,11.99,Children,2,13.98,2005-08-18
1519,2,331,Forward Temple,2.99,25.99,Games,2,5.98,2005-08-22
3864,2,845,Stepmom Dream,4.99,9.99,Foreign,2,10.98,2005-08-22
1228,1,272,Edge Kissing,4.99,9.99,Drama,2,11.98,2005-08-17
2019,1,439,Hunchback Impossible,4.99,28.99,Drama,2,13.98,2005-08-23
2692,2,590,Money Harold,2.99,17.99,New,2,8.98,2005-08-20
4274,1,930,Vacation Boondock,2.99,23.99,Sci-Fi,2,5.98,2005-08-17
4488,2,980,Wizard Coldblooded,4.99,12.99,Music,2,9.98,2005-08-19
2712,2,595,Moon Bunch,0.99,20.99,Foreign,2,1.98,2005-08-22
1981,1,432,Hope Tootsie,2.99,22.99,Classics,2,5.98,2005-08-22
167,1,37,Arizona Bang,2.99,28.99,Classics,2,15.98,2005-08-18
521,1,115,Campus Remember,2.99,27.99,Action,2,8.98,2005-08-22
551,1,120,Caribbean Liberty,4.99,16.99,Sports,2,15.98,2005-08-23
2939,2,645,Others Soup,2.99,18.99,Travel,2,5.98,2005-08-17
607,1,132,Chainsaw Uptown,0.99,25.99,Sci-Fi,2,2.98,2005-08-17
940,1,208,Dares Pluto,2.99,16.99,Animation,2,6.98,2005-08-17
1445,1,317,Fireball Philadelphia,0.99,25.99,Comedy,2,2.98,2005-08-22
2914,2,640,Opus Ice,4.99,21.99,Foreign,2,12.98,2005-08-22
1875,1,409,Heartbreakers Bright,4.99,9.99,Children,2,9.98,2005-08-19
2372,2,517,Lesson Cleopatra,0.99,28.99,Sports,2,6.98,2005-08-21
3067,1,674,Pet Haunting,0.99,11.99,Foreign,2,11.98,2005-08-22
3536,2,773,Seabiscuit Punk,2.99,28.99,Sports,2,11.98,2005-08-17
2384,1,520,License Weekend,2.99,28.99,Sci-Fi,2,5.98,2005-08-17
3769,2,824,Spartacus Cheaper,4.99,19.99,Family,2,13.98,2005-08-21
44,2,9,Alabama Devil,2.99,21.99,Horror,2,12.98,2005-08-17
526,1,116,Candidate Perdition,2.99,10.99,Classics,2,6.97,2006-02-14
2118,2,459,Informer Double,4.99,23.99,Foreign,2,11.98,2005-08-18
820,1,179,Conquerer Nuts,4.99,14.99,Drama,2,18.98,2005-08-20
2299,1,500,Kiss Glory,4.99,11.99,Foreign,2,10.98,2005-08-18
1450,2,317,Fireball Philadelphia,0.99,25.99,Comedy,2,7.98,2005-08-21
3192,1,702,Pulp Beverly,2.99,12.99,Horror,2,5.98,2006-02-14
3765,2,823,South Wait,2.99,21.99,Action,2,13.98,2005-08-17
188,2,42,Artist Coldblooded,2.99,10.99,Sports,2,5.98,2005-08-22
4349,2,948,Voice Peach,0.99,22.99,New,2,1.98,2005-08-19
2446,1,534,Louisiana Harry,0.99,18.99,Family,2,4.98,2005-08-19
665,2,143,Chill Luck,0.99,17.99,Drama,2,1.98,2005-08-17
1327,2,293,Exorcist Sting,2.99,17.99,Sports,2,8.98,2005-08-21
2881,1,632,Nuts Ties,4.99,10.99,New,2,9.98,2005-08-17
3932,2,857,Strictly Scarface,2.99,24.99,Comedy,2,7.98,2005-08-23
1831,2,397,Hanky October,2.99,26.99,Sci-Fi,2,5.98,2005-08-22
4003,2,871,Sweden Shining,4.99,19.99,Comedy,2,14.98,2005-08-16
1918,1,417,Hills Neighbors,0.99,29.99,Action,2,7.98,2005-08-23
1916,2,416,Highball Potter,0.99,10.99,Foreign,2,4.98,2005-08-19
271,1,60,Beast Hunchback,4.99,22.99,Classics,2,12.98,2005-08-22
3171,2,696,Pride Alamo,0.99,20.99,Animation,2,4.98,2005-08-22
744,2,162,Clueless Bucket,2.99,13.99,Action,2,12.98,2005-08-17
2849,2,624,Nightmare Chill,4.99,25.99,Games,2,13.98,2005-08-18
4312,2,939,Vertigo Northwest,2.99,17.99,Comedy,2,8.98,2005-08-23
878,2,193,Crossroads Casualties,2.99,20.99,Animation,2,5.98,2005-08-23
566,2,122,Carrie Bunch,0.99,11.99,Horror,2,1.98,2005-08-18
43,1,9,Alabama Devil,2.99,21.99,Horror,2,10.98,2005-08-23
3586,2,784,Shanghai Tycoon,2.99,20.99,Travel,2,5.98,2005-08-18
420,1,92,Bowfinger Gables,4.99,19.99,Horror,2,9.98,2005-08-19
4404,1,963,Watch Tracy,0.99,12.99,Animation,2,4.98,2005-08-17
620,1,135,Chance Resurrection,2.99,22.99,Sports,2,11.98,2005-08-17
1977,2,431,Hoosiers Birdcage,2.99,12.99,Foreign,2,9.98,2005-08-17
3314,2,729,Rider Caddyshack,2.99,28.99,Sports,2,9.98,2005-08-20
2145,1,464,Intentions Empire,2.99,13.99,Animation,2,7.98,2006-02-14
1207,2,268,Early Home,4.99,27.99,Animation,2,14.98,2005-08-19
4110,1,894,Tomatoes Hellfighters,0.99,23.99,Travel,2,1.98,2005-08-20
685,1,150,Cider Desire,2.99,9.99,Documentary,2,6.98,2005-08-23
1112,1,247,Downhill Enough,0.99,19.99,Comedy,2,2.98,2005-08-23
2982,1,654,Panky Submarine,4.99,19.99,Games,2,17.98,2005-08-18
4217,1,917,Tuxedo Mile,2.99,24.99,Sports,2,16.98,2005-08-17
628,1,136,Chaplin License,2.99,26.99,New,2,5.98,2005-08-20
4409,1,964,Waterfront Deliverance,4.99,17.99,Action,2,15.98,2005-08-21
4310,2,939,Vertigo Northwest,2.99,17.99,Comedy,2,8.98,2005-08-23
1605,1,351,Gaslight Crusade,2.99,10.99,Horror,2,5.98,2005-08-21
4245,2,922,Undefeated Dalmations,4.99,22.99,Horror,2,9.98,2005-08-18
3982,1,868,Superfly Trip,0.99,27.99,Travel,2,5.98,2005-08-17
1924,1,418,Hobbit Alien,0.99,27.99,Drama,2,5.98,2005-08-17
507,2,112,Calendar Gunfight,4.99,22.99,Foreign,2,14.98,2005-08-19
4076,1,888,Thin Sagebrush,4.99,9.99,Documentary,2,13.98,2005-08-18
671,1,146,Chitty Lock,2.99,24.99,Drama,2,6.98,2005-08-22
1439,2,314,Fight Jawbreaker,0.99,13.99,Animation,2,4.98,2005-08-21
3993,1,870,Swarm Gold,0.99,12.99,Horror,2,6.98,2005-08-20
3010,1,661,Past Suicides,4.99,17.99,Foreign,2,9.98,2005-08-20
791,1,173,Confessions Maguire,4.99,25.99,Drama,2,11.98,2005-08-17
3768,2,824,Spartacus Cheaper,4.99,19.99,Family,2,11.98,2005-08-18
2061,2,447,Ice Crossing,2.99,28.99,Games,2,7.98,2005-08-17
852,2,187,Cranes Reservoir,2.99,12.99,Sports,2,5.98,2005-08-18
1839,1,400,Hardly Robbers,2.99,15.99,Documentary,2,7.98,2005-08-22
1727,2,376,Grapes Fury,0.99,20.99,Foreign,2,1.98,2005-08-22
4459,1,974,Wild Apollo,0.99,24.99,New,2,5.98,2005-08-22
2017,1,439,Hunchback Impossible,4.99,28.99,Drama,2,15.98,2005-08-22
1634,2,356,Giant Troopers,2.99,10.99,Children,2,6.98,2005-08-17
3619,1,790,Shootist Superfly,0.99,22.99,Drama,2,2.98,2005-08-18
1541,2,337,Frida Slipper,2.99,11.99,Foreign,2,5.98,2005-08-21
1990,1,434,Horror Reign,0.99,25.99,Travel,2,7.98,2005-08-20
678,1,149,Christmas Moonshine,0.99,21.99,Children,2,2.98,2005-08-20
1598,1,350,Garden Island,4.99,21.99,Sci-Fi,2,16.98,2005-08-22
2723,2,597,Moonwalker Fool,4.99,12.99,Games,2,13.98,2005-08-23
4094,1,892,Titanic Boondock,4.99,18.99,Animation,2,12.97,2006-02-14
4072,2,887,Thief Pelican,4.99,28.99,Animation,2,11.98,2005-08-17
121,1,24,Analyze Hoosiers,2.99,19.99,Horror,2,9.98,2005-08-22
2844,1,624,Nightmare Chill,4.99,25.99,Games,2,14.98,2005-08-19
3120,1,686,Pluto Oleander,4.99,9.99,New,2,9.98,2005-08-19
181,2,40,Army Flintstones,0.99,22.99,Documentary,2,4.98,2005-08-17
2380,2,519,Liberty Magnificent,2.99,27.99,Sports,2,16.98,2005-08-20
3330,1,733,River Outlaw,0.99,29.99,Sports,2,3.99,2006-02-14
4248,2,923,Unfaithful Kill,2.99,12.99,Drama,2,6.98,2005-08-22
2197,2,475,Japanese Run,0.99,29.99,Horror,2,3.98,2005-08-21
1038,1,232,Dirty Ace,2.99,29.99,Games,2,7.98,2005-08-21
2298,1,500,Kiss Glory,4.99,11.99,Foreign,2,11.98,2005-08-20
3535,2,773,Seabiscuit Punk,2.99,28.99,Sports,2,7.98,2005-08-19
3650,1,797,Silence Kane,0.99,23.99,Music,2,1.98,2005-08-22
2828,1,621,Network Peak,2.99,23.99,Family,2,11.98,2005-08-21
3923,1,856,Streetcar Intentions,4.99,11.99,Horror,2,9.98,2005-08-23
1267,1,281,Encino Elf,0.99,9.99,Games,2,4.98,2005-08-22
2209,1,478,Jaws Harry,2.99,10.99,Comedy,2,7.98,2005-08-21
4059,2,884,Terminator Club,4.99,11.99,Music,2,13.98,2005-08-20
307,1,69,Beverly Outlaw,2.99,21.99,Sci-Fi,2,16.98,2005-08-23
169,1,37,Arizona Bang,2.99,28.99,Classics,2,7.98,2005-08-21
2986,1,655,Panther Reds,4.99,22.99,Sci-Fi,2,9.98,2005-08-21
1089,1,243,Doors President,4.99,22.99,Animation,2,10.98,2005-08-17
857,1,189,Creatures Shakespeare,0.99,23.99,Games,2,3.98,2006-02-14
394,2,86,Boogie Amelie,4.99,11.99,Music,2,10.98,2005-08-22
3778,2,827,Spice Sorority,4.99,22.99,Drama,2,12.98,2005-08-18
392,2,86,Boogie Amelie,4.99,11.99,Music,2,9.98,2005-08-18
2245,2,485,Jersey Sassy,4.99,16.99,Children,2,12.98,2005-08-18
2144,1,464,Intentions Empire,2.99,13.99,Animation,2,9.98,2006-02-14
722,2,158,Clones Pinocchio,2.99,16.99,Music,2,6.98,2005-08-22
998,2,222,Desert Poseidon,4.99,27.99,Horror,2,10.98,2005-08-20
1927,2,418,Hobbit Alien,0.99,27.99,Drama,2,4.98,2005-08-20
675,2,147,Chocolat Harry,0.99,16.99,Family,2,4.98,2005-08-20
3245,2,714,Random Go,2.99,29.99,Sci-Fi,2,5.98,2005-08-20
1507,1,330,Forrester Comancheros,4.99,22.99,Animation,2,9.98,2005-08-18
1596,1,350,Garden Island,4.99,21.99,Sci-Fi,2,14.98,2005-08-21
4373,2,953,Wait Cider,0.99,9.99,Animation,2,8.98,2005-08-19
2208,1,478,Jaws Harry,2.99,10.99,Comedy,2,6.98,2005-08-17
4518,1,986,Wonka Sea,2.99,24.99,Animation,2,8.98,2005-08-21
2953,1,648,Outlaw Hanky,4.99,17.99,Travel,2,9.98,2005-08-17
2443,1,533,Lost Bird,2.99,21.99,Foreign,2,11.98,2005-08-20
3373,2,740,Rollercoaster Bringing,2.99,13.99,Horror,2,8.98,2005-08-20
4301,2,937,Varsity Trip,2.99,14.99,New,2,5.98,2006-02-14
2500,2,549,Magnolia Forrester,0.99,28.99,Action,2,8.98,2005-08-17
3070,1,675,Phantom Glory,2.99,17.99,New,2,5.98,2005-08-19
3746,1,819,Song Hedwig,0.99,29.99,Music,2,1.98,2006-02-14
1333,2,294,Expecations Natural,4.99,26.99,Travel,2,10.98,2005-08-18
779,2,170,Command Darling,4.99,28.99,Foreign,2,16.98,2005-08-22
1169,1,259,Duck Racer,2.99,15.99,Animation,2,6.98,2005-08-23
4269,1,929,Usual Untouchables,4.99,21.99,Foreign,2,13.98,2005-08-23
3159,1,694,Prejudice Oleander,4.99,15.99,Classics,2,9.98,2005-08-18
3947,1,861,Suit Walls,4.99,12.99,Games,2,11.98,2006-02-14
2088,2,452,Illusion Amelie,0.99,15.99,Foreign,2,4.98,2005-08-23
1165,2,258,Drums Dynamite,0.99,11.99,Horror,2,1.98,2005-08-20
528,2,116,Candidate Perdition,2.99,10.99,Classics,2,13.98,2005-08-23
358,1,79,Blade Polish,0.99,10.99,Drama,2,3.98,2005-08-22
2243,2,485,Jersey Sassy,4.99,16.99,Children,2,12.98,2005-08-18
4063,1,886,Theory Mermaid,0.99,9.99,Animation,2,8.98,2005-08-17
3807,2,833,Splendor Patton,0.99,20.99,Children,2,3.98,2005-08-19
1501,1,329,Forrest Sons,2.99,15.99,Action,2,11.98,2005-08-19
879,2,193,Crossroads Casualties,2.99,20.99,Animation,2,6.98,2005-08-22
777,1,170,Command Darling,4.99,28.99,Foreign,2,16.98,2005-08-18
77,1,16,Alley Evolution,2.99,23.99,Foreign,2,5.98,2005-08-22
589,1,129,Cause Date,2.99,16.99,Documentary,2,16.98,2005-08-20
4280,2,931,Valentine Vanishing,0.99,9.99,Travel,2,2.98,2005-08-19
90,2,18,Alter Victory,0.99,27.99,Animation,2,2.98,2005-08-18
370,1,81,Blindness Gun,4.99,29.99,Sci-Fi,2,10.98,2005-08-23
520,1,115,Campus Remember,2.99,27.99,Action,2,13.98,2005-08-19
3941,1,859,Sugar Wonka,4.99,20.99,Animation,2,11.98,2005-08-20
3747,1,820,Sons Interview,2.99,11.99,Animation,2,13.97,2006-02-14
401,1,89,Borrowers Bedazzled,0.99,22.99,Animation,2,5.98,2005-08-20
3158,2,693,Potter Connecticut,2.99,16.99,Animation,2,11.98,2005-08-21
884,2,194,Crow Grease,0.99,22.99,Action,2,4.98,2005-08-21
1647,1,360,Glass Dying,0.99,24.99,Action,2,4.98,2005-08-19
3801,1,833,Splendor Patton,0.99,20.99,Children,2,1.98,2005-08-17
83,1,17,Alone Trip,0.99,14.99,Music,2,11.98,2005-08-20
3060,2,672,Perfect Groove,2.99,17.99,Comedy,2,6.98,2005-08-20
3391,2,744,Roots Remember,0.99,23.99,Classics,2,5.98,2005-08-23
3766,2,824,Spartacus Cheaper,4.99,19.99,Family,2,13.98,2005-08-19
2404,1,525,Loathing Legally,0.99,29.99,Classics,2,7.98,2005-08-19
3443,1,755,Sabrina Midnight,4.99,11.99,Children,2,9.98,2005-08-19
1031,1,231,Dinosaur Secretary,2.99,27.99,Family,2,8.98,2005-08-23
1600,2,350,Garden Island,4.99,21.99,Sci-Fi,2,12.98,2005-08-18
3157,2,693,Potter Connecticut,2.99,16.99,Animation,2,5.98,2005-08-19
2400,2,524,Lion Uncut,0.99,13.99,Comedy,2,3.98,2005-08-17
306,1,69,Beverly Outlaw,2.99,21.99,Sci-Fi,2,13.98,2005-08-21
2592,1,569,Menagerie Rushmore,2.99,18.99,Animation,2,5.98,2005-08-17
2023,1,440,Hunger Roof,0.99,21.99,Foreign,2,4.98,2005-08-19
336,1,74,Birch Antitrust,4.99,18.99,Music,2,12.98,2005-08-18
3425,1,750,Run Pacific,0.99,25.99,New,2,4.98,2005-08-22
1260,1,280,Empire Malkovich,0.99,26.99,Children,2,3.98,2005-08-17
4208,1,915,Truman Crazy,4.99,9.99,Action,2,9.98,2005-08-19
69,2,13,Ali Forever,4.99,21.99,Horror,2,9.98,2005-08-22
893,2,199,Cupboard Sinners,2.99,29.99,Documentary,2,8.98,2005-08-17
3880,1,848,Stone Fire,0.99,19.99,Travel,2,6.98,2005-08-20
2784,1,611,Musketeers Wait,4.99,17.99,Classics,2,9.98,2005-08-18
1723,1,376,Grapes Fury,0.99,20.99,Foreign,2,5.98,2005-08-18
3488,2,764,Saturday Lambs,4.99,28.99,Sports,2,15.98,2005-08-21
3444,1,755,Sabrina Midnight,4.99,11.99,Children,2,13.98,2005-08-19
3023,1,664,Patriot Roman,2.99,12.99,Action,2,8.98,2005-08-17
2246,1,486,Jet Neighbors,4.99,14.99,Foreign,2,9.98,2005-08-19
3059,2,672,Perfect Groove,2.99,17.99,Comedy,2,5.98,2005-08-22
1195,1,266,Dynamite Tarzan,0.99,27.99,Classics,2,11.98,2005-08-19
1698,1,370,Gorgeous Bingo,2.99,26.99,Children,2,8.98,2005-08-19
1793,2,389,Gunfighter Mussolini,2.99,9.99,Sports,2,11.98,2005-08-21
2681,2,588,Model Fish,4.99,11.99,Children,2,11.98,2005-08-21
3953,1,862,Summer Scarface,0.99,25.99,Classics,2,1.98,2006-02-14
2155,2,465,Interview Liaisons,4.99,17.99,New,2,12.98,2005-08-17
1767,1,383,Groove Fiction,0.99,13.99,Sports,2,6.98,2005-08-18
4325,1,942,Vietnam Smoochy,0.99,27.99,Drama,2,3.98,2005-08-18
36,2,7,Airplane Sierra,4.99,28.99,Comedy,2,9.98,2005-08-18
3398,2,745,Roses Treasure,4.99,23.99,Sports,2,13.98,2005-08-18
4383,2,957,War Notting,4.99,26.99,Foreign,2,9.98,2005-08-22
1005,1,225,Destination Jerk,0.99,19.99,Drama,2,11.98,2005-08-21
1813,1,394,Hamlet Wisdom,2.99,21.99,Sci-Fi,2,6.98,2005-08-20
3051,1,670,Pelican Comforts,4.99,17.99,Documentary,2,14.98,2005-08-18
2068,2,448,Idaho Love,2.99,25.99,New,2,8.98,2005-08-20
3247,1,715,Range Moonwalker,4.99,25.99,Family,2,14.98,2005-08-23
4173,1,907,Translation Summer,0.99,10.99,Drama,2,1.98,2005-08-19
2330,1,506,Lady Stage,4.99,14.99,Horror,2,11.98,2005-08-20
3451,1,757,Sagebrush Clueless,2.99,28.99,Documentary,2,15.98,2005-08-23
3358,2,737,Rock Instinct,0.99,28.99,Horror,2,5.98,2005-08-23
1447,1,317,Fireball Philadelphia,0.99,25.99,Comedy,2,7.98,2005-08-19
2991,2,655,Panther Reds,4.99,22.99,Sci-Fi,2,14.98,2005-08-18
4354,1,949,Volcano Texas,0.99,27.99,Games,2,2.98,2005-08-17
2705,1,594,Montezuma Command,0.99,22.99,Action,2,1.98,2005-08-23
2150,2,464,Intentions Empire,2.99,13.99,Animation,2,10.98,2005-08-22
1037,1,232,Dirty Ace,2.99,29.99,Games,2,5.98,2005-08-18
3820,1,836,Squad Fish,2.99,14.99,Sports,2,8.98,2005-08-19
4247,2,923,Unfaithful Kill,2.99,12.99,Drama,2,7.98,2005-08-18
1153,1,255,Driving Polish,4.99,21.99,Music,2,11.98,2005-08-22
1499,2,328,Forever Candidate,2.99,28.99,Children,2,5.98,2005-08-18
2138,2,462,Insider Arizona,2.99,17.99,Music,2,9.98,2005-08-18
4180,2,910,Treatment Jekyll,0.99,19.99,Drama,2,1.98,2005-08-21
1609,2,351,Gaslight Crusade,2.99,10.99,Horror,2,5.98,2005-08-17
2862,2,627,North Tequila,4.99,9.99,Documentary,2,9.98,2005-08-17
3056,1,672,Perfect Groove,2.99,17.99,Comedy,2,7.98,2005-08-22
177,2,39,Armageddon Lost,0.99,10.99,Sci-Fi,2,1.98,2006-02-14
1098,1,244,Dorado Notting,4.99,26.99,Music,2,12.98,2005-08-17
1297,2,286,Enough Raging,2.99,16.99,Travel,2,5.98,2005-08-20
57,2,11,Alamo Videotape,0.99,16.99,Foreign,2,2.98,2005-08-18
3735,2,816,Snowman Rollercoaster,0.99,27.99,Animation,2,4.98,2005-08-18
1610,2,352,Gathering Calendar,0.99,22.99,Games,2,4.98,2005-08-17
1807,1,392,Hall Cassidy,4.99,13.99,Children,2,12.98,2005-08-23
956,1,213,Date Speed,0.99,19.99,Family,2,6.98,2005-08-18
3598,2,786,Shepherd Midsummer,0.99,14.99,Children,2,2.98,2005-08-23
344,1,76,Birdcage Casper,0.99,23.99,Music,2,6.98,2005-08-17
552,1,120,Caribbean Liberty,4.99,16.99,Sports,2,16.98,2005-08-02
84,2,17,Alone Trip,0.99,14.99,Music,2,9.98,2005-08-21
413,1,91,Bound Cheaper,0.99,17.99,Classics,2,4.98,2005-08-22
747,2,163,Clyde Theory,0.99,29.99,New,2,1.98,2005-08-23
332,2,73,Bingo Talented,2.99,22.99,Sci-Fi,2,9.98,2005-08-19
3460,1,759,Salute Apollo,2.99,29.99,New,2,6.98,2005-08-22
1933,2,420,Holes Brannigan,4.99,27.99,Sports,2,11.98,2005-08-18
2648,1,580,Mine Titans,4.99,12.99,New,2,19.98,2005-08-20
1018,1,228,Detective Vision,0.99,16.99,Classics,2,8.98,2005-08-22
3992,1,870,Swarm Gold,0.99,12.99,Horror,2,2.98,2005-08-22
13,2,3,Adaptation Holes,2.99,18.99,Documentary,2,5.98,2005-08-23
