film_id,title,category,total_copies,total_rentals,total_revenue,avg_rental_rate,turnover_rate
895,Tomorrow Hustler,Classics,7,25,101.76,2.9899999999999998,3.57
154,Clash Freddy,Animation,7,25,77.77000000000001,2.9899999999999998,3.57
760,Samurai Lion,New,7,25,101.76,2.9899999999999998,3.57
902,Trading Pinocchio,Sports,7,25,133.77,4.99,3.57
245,Double Wrath,Animation,7,25,56.79,0.99,3.57
273,Effect Gladiator,Family,7,25,40.790000000000006,0.99,3.57
16,Alley Evolution,Foreign,4,14,46.870000000000005,2.99,3.5
996,Young Language,Documentary,2,7,6.93,0.99,3.5
832,Splash Gump,Family,4,14,33.86,0.99,3.5
992,Wrath Mile,Documentary,4,14,22.87,0.99,3.5
411,Heavenly Gun,Music,2,7,32.94,4.99,3.5
132,Chainsaw Uptown,Sci-Fi,6,21,31.810000000000002,0.9899999999999999,3.5
129,Cause Date,Documentary,6,21,114.81,2.99,3.5
847,Stock Glass,New,4,14,42.870000000000005,2.99,3.5
793,Shrunk Divine,Action,4,14,46.870000000000005,2.99,3.5
839,Stallion Sundance,Sci-Fi,2,7,7.9399999999999995,0.99,3.5
416,Highball Potter,Foreign,6,21,27.810000000000002,0.9899999999999999,3.5
840,Stampede Disturbing,Games,4,14,32.86,0.99,3.5
377,Grease Youth,Family,6,21,27.8,0.9899999999999999,3.5
313,Fidelity Devil,Horror,6,21,117.82,4.99,3.5
292,Excitement Eve,Action,6,21,61.800000000000004,0.9899999999999999,3.5
541,Luke Mummy,Animation,2,7,28.93,2.99,3.5
596,Moonshine Cabin,Games,6,21,131.8,4.99,3.5
629,Notorious Reunion,Documentary,4,14,24.87,0.99,3.5
470,Ishtar Rocketeer,Animation,2,7,42.94,4.99,3.5
394,Hamlet Wisdom,Sci-Fi,4,14,39.88,2.99,3.5
407,Hawk Chill,Documentary,2,7,12.940000000000001,0.99,3.5
764,Saturday Lambs,Sports,8,28,190.74,4.99,3.5
783,Shane Darkness,Travel,4,14,52.870000000000005,2.99,3.5
358,Gilmore Boiled,Classics,8,28,52.76,0.99,3.5
356,Giant Troopers,Children,8,28,100.74000000000001,2.99,3.5
947,Vision Torque,Foreign,2,7,11.940000000000001,0.99,3.5
347,Games Bowfinger,Travel,4,14,62.88,4.99,3.5
190,Creepers Kane,Classics,4,14,77.87,4.99,3.5
185,Cowboy Doom,Foreign,2,7,28.93,2.99,3.5
684,Pizza Jumanji,Games,2,7,25.94,2.99,3.5
196,Cruelty Unforgiven,Classics,2,7,6.9399999999999995,0.99,3.5
365,Gold River,Comedy,4,14,94.86,4.99,3.5
360,Glass Dying,Action,4,14,35.88,0.99,3.5
935,Vanished Garden,New,2,7,14.94,0.99,3.5
930,Vacation Boondock,Sci-Fi,6,21,89.81,2.99,3.5
149,Christmas Moonshine,Children,6,21,26.81,0.9899999999999999,3.5
779,Sense Greek,Sports,2,7,47.93,4.99,3.5
161,Clue Grail,Music,2,7,40.93,4.99,3.5
774,Searchers Wait,Comedy,4,14,75.86,2.99,3.5
182,Control Anthem,Comedy,2,7,31.94,4.99,3.5
178,Connection Microcosmos,Comedy,2,7,8.95,0.99,3.5
379,Greedy Roots,Drama,4,14,14.870000000000001,0.99,3.5
156,Clerks Angels,Documentary,2,7,45.94,4.99,3.5
455,Impossible Prejudice,Foreign,4,14,74.86,4.99,3.5
861,Suit Walls,Games,6,21,134.81,4.99,3.5
19,Amadeus Holy,Action,6,21,32.8,0.9899999999999999,3.5
981,Wolves Desire,Travel,6,21,24.79,0.9899999999999999,3.5
569,Menagerie Rushmore,Animation,2,7,18.94,2.99,3.5
900,Town Ark,Foreign,4,14,46.870000000000005,2.99,3.5
910,Treatment Jekyll,Drama,2,7,6.9399999999999995,0.99,3.5
67,Berets Agent,Action,6,21,72.80000000000001,2.99,3.5
916,Turn Star,Animation,4,14,56.88,2.99,3.5
921,Uncut Suicides,Music,4,14,42.870000000000005,2.99,3.5
695,President Bang,Family,2,7,35.94,4.99,3.5
219,Deep Crusade,Documentary,4,14,75.87,4.99,3.5
205,Dances None,Action,4,14,28.87,0.99,3.5
667,Peach Innocent,Sports,4,14,80.86,2.99,3.5
100,Brooklyn Desert,Foreign,6,21,106.81,4.99,3.5
673,Personal Ladybugs,Music,4,14,43.870000000000005,0.99,3.5
681,Pirates Roxanne,Sports,6,21,45.81,0.9899999999999999,3.5
106,Bulworth Commandments,Games,2,7,32.93,2.99,3.5
745,Roses Treasure,Sports,8,28,137.77,4.99,3.5
946,Virtual Spoilers,Family,4,14,105.87,4.99,3.5
513,Leathernecks Dwarfs,Travel,2,7,21.94,2.99,3.5
517,Lesson Cleopatra,Sports,2,7,22.94,0.99,3.5
248,Dozen Lion,Documentary,2,7,31.94,4.99,3.5
249,Dracula Crystal,Classics,6,21,22.810000000000002,0.9899999999999999,3.5
255,Driving Polish,Music,6,21,105.81,4.99,3.5
514,Lebowski Soldiers,Drama,6,21,62.82000000000001,2.99,3.5
316,Fire Wolves,Games,2,7,39.93,4.99,3.5
658,Paris Weekend,Horror,4,14,40.88,2.99,3.5
547,Magic Mallrats,Children,2,7,17.93,0.99,3.5
653,Panic Club,Horror,2,7,51.93,4.99,3.5
241,Donnie Alley,Animation,4,14,34.870000000000005,0.99,3.5
238,Doctor Grail,Children,2,7,23.950000000000003,2.99,3.5
235,Divide Monster,Sci-Fi,6,21,61.800000000000004,2.99,3.5
237,Divorce Shining,Sports,2,7,21.950000000000003,2.99,3.5
24,Analyze Hoosiers,Horror,4,14,55.86,2.99,3.5
53,Bang Kwai,Family,2,7,22.93,2.99,3.5
49,Badman Dawn,Sci-Fi,6,21,76.79,2.99,3.5
953,Wait Cider,Animation,6,21,73.82000000000001,0.9899999999999999,3.5
6,Agent Truman,Foreign,6,21,111.81,2.99,3.5
652,Pajama Jawbreaker,Classics,4,14,39.86,0.99,3.5
622,Newsies Story,Documentary,2,7,22.93,0.99,3.5
546,Madre Gables,Games,4,14,47.870000000000005,2.99,3.5
520,License Weekend,Sci-Fi,2,7,17.94,2.99,3.5
289,Eve Resurrection,New,2,7,40.93,4.99,3.5
278,Elf Murder,Music,2,7,34.94,4.99,3.5
268,Early Home,Animation,2,7,36.94,4.99,3.5
295,Expendable Stallion,Documentary,8,28,94.74000000000001,0.99,3.5
280,Empire Malkovich,Children,6,21,26.810000000000002,0.9899999999999999,3.5
261,Duffel Apocalypse,Documentary,2,7,5.94,0.99,3.5
605,Mulholland Beast,Foreign,2,7,21.93,2.99,3.5
81,Blindness Gun,Sci-Fi,4,14,71.87,4.99,3.5
911,Trip Newton,Action,8,28,135.74,4.99,3.5
443,Hurricane Affair,Comedy,7,24,82.77000000000001,2.9899999999999998,3.43
810,Slums Duck,Family,7,24,48.78,0.99,3.43
11,Alamo Videotape,Foreign,7,24,30.78,0.99,3.43
790,Shootist Superfly,Drama,7,24,36.769999999999996,0.99,3.43
804,Sleeping Suspects,Horror,7,24,121.78,4.99,3.43
476,Jason Trap,Family,7,24,97.77000000000001,2.9899999999999998,3.43
366,Goldfinger Sensibility,Drama,7,24,67.79,0.99,3.43
119,Caper Motions,Comedy,7,24,37.77,0.99,3.43
447,Ice Crossing,Games,7,24,90.78,2.9899999999999998,3.43
852,Strangelove Desire,Children,7,24,79.78,0.99,3.43
641,Orange Grapes,Foreign,7,24,61.78,0.99,3.43
502,Knock Warlock,Comedy,7,24,99.79,2.9899999999999998,3.43
43,Atlantis Cause,Family,7,24,75.79,2.9899999999999998,3.43
35,Arachnophobia Rollercoaster,Horror,7,24,109.77000000000001,2.9899999999999998,3.43
999,Zoolander Fiction,Children,5,17,66.85000000000001,2.99,3.4
574,Midnight Westward,Action,5,17,38.84,0.99,3.4
275,Egypt Tenenbaums,Horror,5,17,66.84,0.99,3.4
483,Jericho Mulan,Games,5,17,95.84,2.99,3.4
534,Louisiana Harry,Family,5,17,28.840000000000003,0.99,3.4
380,Greek Everyone,Foreign,5,17,55.830000000000005,2.99,3.4
763,Satisfaction Confidential,Sports,5,17,122.84,4.99,3.4
944,Virgin Daisy,Drama,5,17,86.84,4.99,3.4
744,Roots Remember,Classics,5,17,37.86,0.99,3.4
877,Taxi Kick,Music,5,17,34.83,0.99,3.4
175,Confused Candles,Family,5,17,99.84,2.99,3.4
925,United Pilot,Documentary,5,17,43.85,0.99,3.4
324,Flintstones Happiness,Comedy,5,17,134.83,4.99,3.4
623,Newton Labyrinth,Foreign,5,17,46.84,0.99,3.4
336,French Holiday,Documentary,5,17,94.84,4.99,3.4
448,Idaho Love,New,5,17,68.85,2.99,3.4
693,Potter Connecticut,Animation,5,17,62.85,2.99,3.4
488,Joon Northwest,Sports,5,17,37.84,0.99,3.4
964,Waterfront Deliverance,Action,5,17,116.84,4.99,3.4
691,Poseidon Forever,Sports,5,17,100.83,4.99,3.4
424,Holocaust Highball,Children,5,17,23.84,0.99,3.4
95,Breakfast Goldfinger,New,5,17,104.84,4.99,3.4
870,Swarm Gold,Horror,8,27,64.77000000000001,0.99,3.38
897,Torque Bound,Drama,8,27,169.76,4.99,3.38
531,Lose Inch,Foreign,8,27,77.74,0.99,3.38
525,Loathing Legally,Classics,8,27,62.74,0.99,3.38
638,Operation Operation,Comedy,8,27,80.75,2.99,3.38
434,Horror Reign,Travel,8,27,77.75,0.99,3.38
468,Invasion Cyclone,Children,8,27,100.74000000000001,2.99,3.38
206,Dancing Fever,Documentary,8,27,49.760000000000005,0.99,3.38
697,Primary Glass,Action,8,27,36.73,0.99,3.38
835,Spy Mile,Games,8,27,94.73,2.99,3.38
200,Curtain Videotape,Games,8,27,34.77,0.99,3.38
778,Secrets Paradise,Family,6,20,139.82,4.99,3.33
537,Lover Truman,Classics,3,10,54.910000000000004,2.99,3.33
780,Sensibility Rear,Family,3,10,52.900000000000006,4.99,3.33
750,Run Pacific,New,3,10,42.910000000000004,0.9899999999999999,3.33
339,Frogmen Breaking,Travel,3,10,16.900000000000002,0.9899999999999999,3.33
486,Jet Neighbors,Foreign,6,20,92.83,4.99,3.33
99,Bringing Hysterical,Comedy,6,20,68.81,2.99,3.33
508,Lambs Cincinatti,Games,3,10,57.9,4.99,3.33
694,Prejudice Oleander,Classics,6,20,110.81,4.99,3.33
731,Right Cranes,Classics,3,10,52.900000000000006,4.99,3.33
246,Doubtfire Labyrinth,Foreign,3,10,52.910000000000004,4.99,3.33
868,Superfly Trip,Travel,3,10,16.91,0.9899999999999999,3.33
139,Chasing Fight,Family,6,20,105.82,4.99,3.33
837,Stage World,Comedy,3,10,46.900000000000006,2.99,3.33
326,Flying Hook,Animation,6,20,77.81,2.99,3.33
157,Clockwork Paradise,Children,3,10,11.9,0.9899999999999999,3.33
147,Chocolat Harry,Family,6,20,49.81,0.9899999999999999,3.33
630,Notting Speakeasy,Drama,3,10,12.91,0.9899999999999999,3.33
636,Oleander Clue,Music,3,10,24.91,0.9899999999999999,3.33
562,Masked Bubble,Music,6,20,24.81,0.9899999999999999,3.33
482,Jeopardy Encino,Classics,3,10,28.900000000000002,0.9899999999999999,3.33
528,Lolita World,Family,3,10,45.910000000000004,2.99,3.33
477,Jawbreaker Brooklyn,Music,3,10,10.91,0.9899999999999999,3.33
827,Spice Sorority,Drama,6,20,106.81,4.99,3.33
402,Harper Dying,Animation,6,20,77.80000000000001,0.9899999999999999,3.33
811,Smile Earring,Travel,3,10,58.9,2.99,3.33
312,Fiddler Lost,Sci-Fi,3,10,64.9,4.99,3.33
851,Straight Hours,Sports,6,20,55.81,0.9899999999999999,3.33
439,Hunchback Impossible,Drama,6,20,115.83,4.99,3.33
960,Wars Pluto,Documentary,3,10,42.900000000000006,2.99,3.33
952,Wagon Jaws,Documentary,3,10,33.910000000000004,2.99,3.33
20,Amelie Hellfighters,Music,3,10,67.9,4.99,3.33
680,Pinocchio Simon,Comedy,6,20,119.82,4.99,3.33
834,Spoilers Hellfighters,Documentary,3,10,18.91,0.9899999999999999,3.33
414,Hellfighters Sierra,Foreign,6,20,92.81,2.99,3.33
204,Dalmations Sweden,Drama,6,20,54.82,0.9899999999999999,3.33
726,Reservoir Adaptation,Foreign,3,10,29.910000000000004,2.99,3.33
363,Go Purple,Music,6,20,43.83,0.9899999999999999,3.33
707,Quest Mussolini,Action,6,20,77.80000000000001,2.99,3.33
553,Maker Gables,Children,3,10,32.9,0.9899999999999999,3.33
66,Beneath Rush,Children,3,10,16.9,0.9899999999999999,3.33
740,Rollercoaster Bringing,Horror,3,10,39.910000000000004,2.99,3.33
743,Room Roman,Animation,6,20,27.82,0.9899999999999999,3.33
647,Outfield Massacre,Music,6,20,54.82000000000001,0.9899999999999999,3.33
320,Flamingos Connecticut,New,7,23,134.78,4.99,3.29
982,Women Dorado,Action,7,23,38.81,0.99,3.29
857,Strictly Scarface,Comedy,7,23,113.77000000000001,2.9899999999999998,3.29
771,Scorpion Apollo,Drama,7,23,158.79,4.99,3.29
122,Carrie Bunch,Horror,7,23,34.769999999999996,0.99,3.29
892,Titanic Boondock,Animation,7,23,149.78,4.99,3.29
270,Earth Vision,New,7,23,34.77,0.99,3.29
10,Aladdin Calendar,Sports,7,23,131.77,4.99,3.29
816,Snowman Rollercoaster,Animation,7,23,65.79,0.99,3.29
843,Steel Santa,Classics,7,23,136.78,4.99,3.29
4,Affair Prejudice,Horror,7,23,83.79,2.9899999999999998,3.29
665,Patton Interview,Horror,7,23,94.79,2.9899999999999998,3.29
27,Anonymous Human,Sports,4,13,17.87,0.99,3.25
430,Hook Chariots,Animation,4,13,17.869999999999997,0.99,3.25
34,Arabia Dogma,Horror,4,13,21.880000000000003,0.99,3.25
842,State Wasteland,Games,4,13,55.89,2.99,3.25
573,Microcosmos Paradise,Children,4,13,43.88,2.99,3.25
296,Express Lonely,Sci-Fi,4,13,42.88,2.99,3.25
328,Forever Candidate,Children,4,13,40.88,2.99,3.25
773,Seabiscuit Punk,Sports,8,26,86.76,2.99,3.25
765,Saturn Name,Comedy,4,13,70.87,4.99,3.25
460,Innocent Usual,Foreign,8,26,191.74,4.99,3.25
597,Moonwalker Fool,Games,4,13,75.89,4.99,3.25
762,Sassy Packer,Games,4,13,14.88,0.99,3.25
151,Cincinatti Whisperer,Sci-Fi,4,13,71.89,4.99,3.25
153,Citizen Shrek,Sci-Fi,4,13,21.87,0.99,3.25
440,Hunger Roof,Foreign,4,13,19.88,0.99,3.25
828,Spiking Element,Classics,4,13,38.88,2.99,3.25
568,Memento Zoolander,Comedy,4,13,88.87,4.99,3.25
133,Chamber Italian,Music,4,13,65.88,4.99,3.25
593,Monterey Labyrinth,Horror,4,13,19.89,0.99,3.25
572,Metropolis Coma,Sci-Fi,8,26,116.76,2.99,3.25
321,Flash Wars,New,4,13,87.88,4.99,3.25
258,Drums Dynamite,Horror,4,13,24.870000000000005,0.99,3.25
65,Behavior Runaway,Horror,4,13,87.89,4.99,3.25
63,Bedazzled Married,Family,4,13,14.879999999999999,0.99,3.25
867,Super Wyoming,Family,4,13,78.88,4.99,3.25
882,Tenenbaums Command,Drama,4,13,19.88,0.99,3.25
929,Usual Untouchables,Foreign,4,13,65.88,4.99,3.25
661,Past Suicides,Foreign,4,13,66.88,4.99,3.25
71,Bilko Anonymous,Family,4,13,94.88,4.99,3.25
660,Party Knock,Comedy,4,13,41.88,2.99,3.25
209,Darkness War,Drama,4,13,45.88,2.99,3.25
711,Raging Airplane,Sci-Fi,4,13,77.88,4.99,3.25
736,Robbery Bright,Family,4,13,32.88,0.99,3.25
705,Purple Movie,Foreign,4,13,52.88,2.99,3.25
683,Pity Bound,Drama,8,26,138.77,4.99,3.25
213,Date Speed,Family,4,13,41.88,0.99,3.25
423,Hollywood Anonymous,Children,4,13,13.870000000000001,0.99,3.25
449,Identity Lover,Sci-Fi,4,13,56.88,2.99,3.25
50,Baked Cleopatra,Family,5,16,76.85000000000001,2.99,3.2
44,Attacks Hate,Sci-Fi,5,16,101.84,4.99,3.2
226,Destiny Saturday,New,5,16,91.85,4.99,3.2
704,Pure Runner,Comedy,5,16,89.85,2.99,3.2
666,Paycheck Wait,Drama,5,16,101.84,4.99,3.2
696,Pride Alamo,Animation,5,16,17.85,0.99,3.2
664,Patriot Roman,Action,5,16,52.85,2.99,3.2
991,Worst Banger,Action,5,16,66.85000000000001,2.99,3.2
975,Willow Tracy,Family,5,16,52.85,2.99,3.2
980,Wizard Coldblooded,Music,5,16,90.85,4.99,3.2
716,Reap Unfaithful,Horror,5,16,62.84,2.99,3.2
757,Sagebrush Clueless,Documentary,5,16,83.86,2.99,3.2
601,Moulin Wake,Travel,5,16,51.84,0.99,3.2
141,Chicago North,Games,5,16,84.85,4.99,3.2
963,Watch Tracy,Animation,5,16,33.85,0.99,3.2
123,Casablanca Super,Travel,5,16,82.84,4.99,3.2
570,Mermaid Insects,Sports,5,16,94.85,4.99,3.2
797,Silence Kane,Music,5,16,15.85,0.99,3.2
165,Coldblooded Darling,Sci-Fi,5,16,89.84,4.99,3.2
937,Varsity Trip,New,5,16,48.84,2.99,3.2
105,Bull Shawshank,Action,5,16,21.84,0.99,3.2
739,Rocky War,Drama,5,16,88.87,4.99,3.2
862,Summer Scarface,Classics,5,16,32.86,0.99,3.2
373,Graduate Lord,Children,5,16,42.870000000000005,2.99,3.2
725,Requiem Tycoon,Classics,6,19,105.82000000000001,4.99,3.17
710,Rage Games,Family,6,19,119.81,4.99,3.17
616,National Story,Documentary,6,19,76.83,2.99,3.17
619,Neighbors Charade,Sports,6,19,62.830000000000005,0.9899999999999999,3.17
948,Voice Peach,New,6,19,31.83,0.9899999999999999,3.17
734,Road Roxanne,Documentary,6,19,115.83,4.99,3.17
690,Pond Seattle,Animation,6,19,61.82000000000001,2.99,3.17
222,Desert Poseidon,Horror,6,19,118.81,4.99,3.17
118,Canyon Stock,Animation,6,19,27.81,0.9899999999999999,3.17
785,Shawshank Bubble,Travel,6,19,109.81,4.99,3.17
282,Encounters Curtain,Drama,6,19,38.82,0.9899999999999999,3.17
436,Hours Rage,New,6,19,44.82,0.9899999999999999,3.17
429,Honey Ties,Sports,6,19,59.84,0.9899999999999999,3.17
580,Mine Titans,New,6,19,138.82999999999998,4.99,3.17
912,Trojan Tomorrow,Sci-Fi,6,19,75.82000000000001,2.99,3.17
302,Fantasia Park,Games,6,19,73.81,2.99,3.17
457,Independence Hotel,Documentary,6,19,34.82,0.9899999999999999,3.17
243,Doors President,Animation,6,19,118.82,4.99,3.17
150,Cider Desire,Documentary,6,19,56.830000000000005,2.99,3.17
269,Earring Instinct,Family,6,19,60.830000000000005,0.9899999999999999,3.17
281,Encino Elf,Games,6,19,27.810000000000002,0.9899999999999999,3.17
72,Bill Others,Documentary,6,19,63.82000000000001,2.99,3.17
233,Disciple Mother,Travel,6,19,39.82,0.9899999999999999,3.17
864,Sundance Invasion,Children,6,19,36.82,0.9899999999999999,3.17
97,Bride Intrigue,Action,6,19,20.82,0.9899999999999999,3.17
887,Thief Pelican,Animation,6,19,97.84,4.99,3.17
408,Head Stranger,Games,7,22,142.79,4.99,3.14
985,Wonderland Christmas,Sci-Fi,7,22,142.79,4.99,3.14
556,Maltese Hope,Games,7,22,118.79,4.99,3.14
376,Grapes Fury,Foreign,7,22,56.77,0.99,3.14
143,Chill Luck,Drama,7,22,29.790000000000003,0.99,3.14
814,Snatch Slipper,Comedy,7,22,117.8,4.99,3.14
823,South Wait,Action,7,22,102.79,2.9899999999999998,3.14
880,Telemark Heartbreakers,Animation,8,25,88.76,2.99,3.12
266,Dynamite Tarzan,Classics,8,25,60.769999999999996,0.99,3.12
856,Streetcar Intentions,Horror,8,25,137.77,4.99,3.12
978,Wisdom Worker,Comedy,3,9,29.91,0.9899999999999999,3.0
959,Warlock Werewolf,Children,2,6,21.94,2.99,3.0
37,Arizona Bang,Classics,7,21,104.79,2.9899999999999998,3.0
988,Worker Tarzan,Travel,5,15,47.86,2.99,3.0
986,Wonka Sea,Animation,6,18,66.82000000000001,2.99,3.0
983,Won Dares,Music,3,9,28.910000000000004,2.99,3.0
57,Basic Easy,Travel,7,21,87.8,2.9899999999999998,3.0
420,Holes Brannigan,Sports,5,15,75.86,4.99,3.0
39,Armageddon Lost,Sci-Fi,7,21,41.8,0.99,3.0
974,Wild Apollo,New,2,6,15.940000000000001,0.99,3.0
677,Pianist Outfield,New,7,21,38.78,0.99,3.0
689,Pollock Deliverance,Foreign,6,18,66.82000000000001,2.99,3.0
965,Watership Frontier,Horror,2,6,13.940000000000001,0.99,3.0
675,Phantom Glory,New,2,6,21.94,2.99,3.0
714,Random Go,Sci-Fi,3,9,31.910000000000004,2.99,3.0
724,Remember Diary,Family,6,18,70.83,2.99,3.0
194,Crow Grease,Action,4,12,14.89,0.99,3.0
224,Desperate Trainspotting,Travel,2,6,31.939999999999998,4.99,3.0
218,Deceiver Betrayed,Drama,7,21,24.8,0.99,3.0
215,Dawn Pond,Games,6,18,120.83,4.99,3.0
208,Dares Pluto,Animation,3,9,26.92,2.99,3.0
207,Dangerous Uptown,Foreign,4,12,66.88,4.99,3.0
3,Adaptation Holes,Documentary,4,12,34.89,2.99,3.0
997,Youth Kick,Music,2,6,16.94,0.99,3.0
833,Splendor Patton,Children,7,21,40.790000000000006,0.99,3.0
922,Undefeated Dalmations,Horror,7,21,102.81,4.99,3.0
881,Temple Attraction,Horror,4,12,57.900000000000006,4.99,3.0
883,Tequila Past,Children,2,6,32.94,4.99,3.0
503,Kramer Chocolate,Sports,3,9,47.910000000000004,2.99,3.0
940,Victory Academy,Sports,3,9,12.91,0.9899999999999999,3.0
168,Comancheros Enemy,Children,2,6,9.940000000000001,0.99,3.0
188,Crazy Home,Comedy,3,9,26.910000000000004,2.99,3.0
934,Vanilla Day,Games,3,9,52.91,4.99,3.0
498,Killer Innocent,Family,2,6,21.94,2.99,3.0
936,Vanishing Rocky,Music,6,18,80.83,2.99,3.0
62,Bed Highball,Documentary,2,6,24.94,2.99,3.0
340,Frontier Cabin,New,2,6,35.94,4.99,3.0
102,Bubble Grosse,Sports,2,6,35.94,4.99,3.0
507,Ladybugs Armageddon,Games,2,6,17.94,0.99,3.0
91,Bound Cheaper,Classics,8,24,50.76,0.99,3.0
338,Frisco Forrest,Sci-Fi,3,9,53.91,4.99,3.0
919,Tycoon Gathering,Games,4,12,103.88,4.99,3.0
346,Galaxy Sweethearts,Classics,6,18,105.84,4.99,3.0
709,Racer Egg,Drama,6,18,54.830000000000005,2.99,3.0
885,Texas Watch,Horror,2,6,5.94,0.99,3.0
372,Graceland Dynamite,Sports,2,6,37.94,4.99,3.0
632,Nuts Ties,New,3,9,53.91,4.99,3.0
635,Oklahoma Jumanji,New,2,6,5.94,0.99,3.0
262,Dumbo Lust,Family,2,6,13.940000000000001,0.99,3.0
456,Inch Jet,Animation,6,18,95.82000000000001,4.99,3.0
768,Scarface Bang,Children,6,18,106.84,4.99,3.0
461,Insects Stone,Animation,6,18,36.81,0.9899999999999999,3.0
777,Secretary Rouge,Sports,6,18,112.82,4.99,3.0
769,School Jacket,Foreign,2,6,35.94,4.99,3.0
329,Forrest Sons,Action,6,18,83.83,2.99,3.0
256,Drop Waterfront,Sports,3,9,43.92,4.99,3.0
754,Rushmore Mermaid,Comedy,2,6,18.94,2.99,3.0
755,Sabrina Midnight,Children,7,21,126.78999999999999,4.99,3.0
259,Duck Racer,Animation,2,6,20.950000000000003,2.99,3.0
240,Dolls Rage,Sci-Fi,3,9,27.92,2.99,3.0
323,Flight Lies,Sports,4,12,68.88,4.99,3.0
317,Fireball Philadelphia,Comedy,7,21,57.81,0.99,3.0
524,Lion Uncut,Comedy,6,18,33.83,0.9899999999999999,3.0
516,Legend Jedi,Music,3,9,12.92,0.9899999999999999,3.0
550,Maguire Apache,Family,3,9,33.910000000000004,2.99,3.0
232,Dirty Ace,Games,5,15,47.870000000000005,2.99,3.0
519,Liberty Magnificent,Sports,4,12,67.89,2.99,3.0
657,Paradise Sabrina,Comedy,6,18,79.82000000000001,2.99,3.0
567,Meet Chocolate,Foreign,4,12,56.89,2.99,3.0
813,Smoochy Control,Sports,4,12,14.88,0.99,3.0
815,Snatchers Montezuma,Classics,3,9,37.910000000000004,2.99,3.0
112,Calendar Gunfight,Foreign,7,21,123.82,4.99,3.0
113,California Birds,Sports,4,12,73.89,4.99,3.0
116,Candidate Perdition,Classics,6,18,88.82,2.99,3.0
120,Caribbean Liberty,Sports,3,9,66.92,4.99,3.0
121,Carol Texas,Animation,6,18,79.83000000000001,2.99,3.0
390,Guys Falcon,Sci-Fi,3,9,52.92,4.99,3.0
389,Gunfighter Mussolini,Sports,4,12,64.89,2.99,3.0
475,Japanese Run,Horror,2,6,7.9399999999999995,0.99,3.0
274,Egg Igby,Documentary,7,21,98.81,2.9899999999999998,3.0
586,Mockingbird Hollywood,Action,8,24,53.78,0.99,3.0
585,Mob Duffel,Drama,4,12,27.9,0.99,3.0
405,Haunted Antitrust,Travel,2,6,31.939999999999998,4.99,3.0
399,Happiness United,Foreign,2,6,22.94,2.99,3.0
591,Monsoon Cause,Games,3,9,54.91,4.99,3.0
291,Evolution Alter,Sports,4,12,26.880000000000003,0.99,3.0
794,Side Ark,Action,4,12,29.880000000000003,0.99,3.0
126,Casualties Encino,Action,3,9,61.92,4.99,3.0
808,Sling Luke,Classics,2,6,14.940000000000001,0.99,3.0
472,Italian African,Travel,2,6,38.94,4.99,3.0
799,Simon North,Horror,2,6,18.94,0.99,3.0
798,Silverado Goldfinger,Sci-Fi,4,12,91.88,4.99,3.0
796,Sierra Divide,Sports,5,15,57.85,0.99,3.0
812,Smoking Barbarella,Documentary,6,18,17.84,0.9899999999999999,3.0
76,Birdcage Casper,Music,3,9,23.910000000000004,0.9899999999999999,3.0
77,Birds Perdition,New,6,18,102.83,4.99,3.0
80,Blanket Beverly,Family,4,12,33.900000000000006,2.99,3.0
88,Born Spinal,Travel,4,12,59.88,4.99,3.0
90,Boulevard Mob,New,6,18,56.84,0.9899999999999999,3.0
17,Alone Trip,Music,6,18,61.83,0.9899999999999999,3.0
594,Montezuma Command,Action,3,9,11.91,0.9899999999999999,3.0
557,Manchurian Curtain,Family,5,15,59.86,2.99,3.0
821,Sorority Queen,Foreign,4,12,19.88,0.99,3.0
125,Cassidy Wyoming,Travel,2,6,23.94,2.99,3.0
297,Extraordinary Conquerer,Classics,2,6,22.94,2.99,3.0
438,Human Graffiti,Games,5,15,80.85000000000001,2.99,3.0
841,Star Operation,Sports,7,21,83.80000000000001,2.9899999999999998,3.0
22,Amistad Midsummer,New,7,21,70.79,2.9899999999999998,3.0
32,Apocalypse Flamingos,New,2,6,24.950000000000003,4.99,3.0
7,Airplane Sierra,Comedy,5,15,82.85000000000001,4.99,3.0
199,Cupboard Sinners,Documentary,8,23,103.78,2.99,2.88
1,Academy Dinosaur,Documentary,8,23,33.79,0.99,2.88
412,Heavyweights Beast,Documentary,8,23,123.78,4.99,2.88
720,Redemption Comforts,New,7,20,113.8,2.9899999999999998,2.86
733,River Outlaw,Sports,7,20,56.82,0.99,2.86
845,Stepmom Dream,Foreign,7,20,99.81,4.99,2.86
590,Money Harold,New,7,20,111.8,2.9899999999999998,2.86
579,Minds Truman,Action,7,20,144.81,4.99,2.86
723,Reign Gentlemen,Sci-Fi,7,20,105.81,2.9899999999999998,2.86
993,Wrong Behavior,Children,7,20,62.800000000000004,2.9899999999999998,2.86
484,Jerk Paycheck,Classics,7,20,104.81,2.9899999999999998,2.86
467,Intrigue Worst,Foreign,7,20,36.81,0.99,2.86
409,Heartbreakers Bright,Children,7,20,132.8,4.99,2.86
672,Perfect Groove,Comedy,6,17,53.84,2.99,2.83
859,Sugar Wonka,Animation,6,17,93.85,4.99,2.83
803,Slacker Liaisons,Drama,6,17,86.84,4.99,2.83
183,Conversation Downhill,Family,6,17,114.83,4.99,2.83
